tick,population,resources,empty,mean_energy,max_energy,mean_size,max_size,mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation,resource_injection_attempts,resources_injected,resource_injection_blocked,total_births,total_novel_placements,total_deaths_energy,total_deaths_age,total_resources_consumed,total_interactions,net_energy_delta
20,896,0,4,676.81,10005.20,22.35,498,17.17,20,0,4,0,895,0,5,0,3,4,0,4,284,1043,566,0,101,15694,35687.81
21,894,0,6,720.76,9769.40,22.23,498,18.18,21,1,6,0,896,0,3,0,3,4,0,4,285,1046,572,0,101,16590,37936.63
22,897,0,3,759.01,9998.30,22.45,498,19.10,22,2,3,0,894,0,4,0,3,4,0,4,287,1050,575,0,101,17484,36467.85
23,899,0,1,801.37,10249.80,22.49,498,20.06,23,1,1,0,897,0,2,0,3,4,0,4,288,1052,576,0,101,18381,39598.10
24,894,0,6,853.27,10961.00,22.75,498,21.14,24,0,6,0,899,0,1,0,3,4,0,4,288,1053,582,0,101,19280,42391.00
25,897,1,2,892.47,11673.20,23.06,498,22.05,25,2,2,0,894,0,3,0,3,4,1,3,290,1056,584,0,101,20174,37727.60
26,894,1,5,939.84,12386.40,22.74,498,23.05,26,0,5,0,897,0,2,0,3,4,0,4,290,1058,589,0,101,21071,39672.47
27,897,1,2,981.98,12152.60,22.97,498,23.94,27,1,2,0,894,0,4,0,3,4,0,4,291,1062,591,0,101,21965,40616.25
28,898,0,2,1023.15,12865.80,22.47,498,24.91,28,0,2,0,897,1,3,0,3,4,0,4,291,1065,593,0,102,22862,37951.30
29,897,0,3,1067.59,13579.00,23.11,498,25.92,29,1,3,0,898,0,1,0,3,4,0,4,292,1066,596,0,102,23760,38845.10
30,896,0,4,1118.35,14290.20,23.13,498,26.86,30,0,4,0,897,0,3,0,3,4,0,4,292,1069,600,0,102,24657,44412.87
31,898,0,2,1160.56,15002.40,23.22,498,27.80,31,0,2,0,896,0,4,0,3,4,0,4,292,1073,602,0,102,25553,40138.20
32,899,0,1,1210.18,15715.60,24.03,498,28.77,32,0,1,0,898,0,2,0,3,4,0,4,292,1075,603,0,102,26451,45772.80
33,898,0,2,1262.46,16429.80,23.77,498,29.78,33,0,2,0,899,0,1,0,3,4,0,4,292,1076,605,0,102,27350,45737.00
34,899,0,1,1311.83,16195.00,23.75,498,30.74,34,0,1,0,898,0,2,0,3,4,0,4,292,1078,606,0,102,28248,45644.10
35,899,0,1,1357.29,16908.20,23.75,498,31.73,35,0,1,0,899,0,1,0,3,4,0,4,292,1079,607,0,102,29147,40866.60
36,898,0,2,1406.93,17620.40,24.03,498,32.75,36,0,2,0,899,0,1,0,3,4,0,4,292,1080,609,0,102,30046,43218.10
37,898,0,2,1457.12,18332.60,24.04,498,33.72,37,0,2,0,898,0,2,0,3,4,0,4,292,1082,611,0,102,30944,45068.70
38,898,0,2,1500.32,19044.80,24.40,498,34.71,38,0,2,0,898,0,2,0,3,4,0,4,292,1084,613,0,102,31842,38800.40
39,898,0,2,1546.46,18810.00,24.23,498,35.69,39,0,2,0,898,0,2,0,3,4,0,4,292,1086,615,0,102,32740,41431.00
40,898,0,2,1592.21,18616.00,24.30,498,36.65,40,0,2,0,898,0,2,0,3,4,0,4,292,1088,617,0,102,33638,41084.60
41,899,0,1,1636.66,19289.40,24.27,498,37.57,41,0,1,0,898,0,2,0,3,4,0,4,292,1090,618,0,102,34536,41548.20
42,898,0,2,1688.50,20003.60,24.22,498,38.60,42,0,2,0,899,0,1,0,3,4,0,4,292,1091,620,0,102,35435,44920.70
43,899,0,1,1738.15,20717.80,24.36,498,39.55,43,0,1,0,898,0,2,0,3,4,0,4,292,1093,621,0,102,36333,46322.90
44,899,0,1,1786.99,21431.00,24.36,498,40.55,44,1,1,0,899,0,0,0,3,4,0,4,293,1093,622,0,102,37232,43902.70
45,897,0,3,1838.31,22142.20,24.32,498,41.55,45,0,3,0,899,0,1,0,3,4,0,4,293,1094,625,0,102,38131,42460.28
46,900,0,0,1874.57,22855.40,24.32,498,42.41,46,0,0,0,897,0,3,0,3,4,0,4,293,1097,625,0,102,39028,38151.00
47,899,0,1,1926.77,23569.60,24.27,498,43.45,47,0,1,0,900,0,0,0,3,4,0,4,293,1097,626,0,102,39928,45057.80
48,900,0,0,1968.41,24282.80,24.53,498,44.41,48,0,0,0,899,0,1,0,3,4,0,4,293,1098,626,0,102,40827,39399.70
49,899,0,1,2018.41,24995.00,24.27,498,45.45,49,0,1,0,900,0,0,0,3,4,0,4,293,1098,627,0,102,41727,42980.90
50,898,0,2,2063.87,24759.20,24.29,498,46.42,50,0,2,0,899,0,1,0,3,4,0,4,293,1099,629,0,102,42626,38808.89
51,900,0,0,2104.24,25472.40,24.25,498,47.32,51,0,0,0,898,0,2,0,3,4,0,4,293,1101,629,0,102,43524,40459.50
52,898,0,2,2156.01,26185.60,24.30,498,48.38,52,0,2,0,900,0,0,0,3,4,0,4,293,1101,631,0,102,44424,42279.15
53,899,0,1,2204.06,26897.80,24.49,498,49.32,53,0,1,0,898,0,2,0,3,4,0,4,293,1103,632,0,102,45322,45355.70
54,898,0,2,2259.20,27610.00,24.30,498,50.37,54,0,2,0,899,0,1,0,3,4,0,4,293,1104,634,0,102,46221,47304.90
55,900,0,0,2306.43,27375.20,24.57,498,51.26,55,0,0,0,898,0,2,0,3,4,0,4,293,1106,634,0,102,47119,47032.50
56,900,0,0,2355.09,28088.40,24.57,498,52.26,56,0,0,0,900,0,0,0,3,4,0,4,293,1106,634,0,102,48019,43789.20
57,899,0,1,2401.90,28801.60,24.51,498,53.31,57,0,1,0,900,0,0,0,3,4,0,4,293,1106,635,0,102,48919,39724.30
58,900,0,0,2448.06,28567.80,24.66,498,54.25,58,0,0,0,899,0,1,0,3,4,0,4,293,1107,635,0,102,49818,43950.30
59,900,0,0,2505.55,28333.00,24.66,498,55.25,59,0,0,0,900,0,0,0,3,4,0,4,293,1107,635,0,102,50718,51736.30
60,899,0,1,2566.69,29046.20,24.69,498,56.31,60,0,1,0,900,0,0,0,3,4,0,4,293,1107,636,0,102,51618,52459.20
61,900,0,0,2620.59,29760.40,24.66,498,57.25,61,0,0,0,899,0,1,0,3,4,0,4,293,1108,636,0,102,52517,51082.50
62,900,0,0,2667.02,30474.60,24.66,498,58.25,62,0,0,0,900,0,0,0,3,4,0,4,293,1108,636,0,102,53417,41781.20
63,899,0,1,2717.21,31188.80,24.68,498,59.30,63,0,1,0,900,0,0,0,3,4,0,4,293,1108,637,0,102,54317,42454.20
64,899,0,1,2769.95,31903.00,24.70,498,60.29,64,0,1,0,899,0,1,0,3,4,0,4,293,1109,638,0,102,55216,47416.00
65,898,0,2,2822.62,31669.20,24.77,498,61.33,65,0,2,0,899,0,1,0,3,4,0,4,293,1110,640,0,102,56115,44532.80
66,899,0,1,2867.85,32584.70,24.69,498,62.26,66,0,1,0,898,0,2,0,3,4,0,4,293,1112,641,0,102,57013,43479.70
67,899,0,1,2916.60,33574.40,24.61,498,63.26,67,0,1,0,899,0,1,0,3,4,0,4,293,1113,642,0,102,57912,43828.90
68,899,0,1,2964.15,33984.10,24.46,498,64.26,68,1,1,0,899,0,0,0,3,4,0,4,294,1113,643,0,102,58811,42746.30
69,900,0,0,3012.07,34522.00,24.44,498,65.19,69,0,0,0,899,0,1,0,3,4,0,4,294,1114,643,0,102,59710,46088.80
70,900,0,0,3057.92,35235.20,24.44,498,66.19,70,0,0,0,900,0,0,0,3,4,0,4,294,1114,643,0,102,60610,41264.60
71,899,0,1,3124.07,35946.40,24.46,498,67.26,71,0,1,0,900,0,0,0,3,4,0,4,294,1114,644,0,102,61510,56414.00
