1900,2500,0,0,84260.29,1233501.80,18.28,500,1894.42,1900,0,0,0,2500,0,0,0,3
an_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation
