800,22500,0,0,27881.81,844581.30,12.75,500,796.83,800,0,0,0,22500,0,0,0,5
mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation
