tick,population,resources,empty,mean_energy,max_energy,mean_size,max_size,mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation,resource_injection_attempts,resources_injected,resource_injection_blocked,total_births,total_novel_placements,total_deaths_energy,total_deaths_age,total_resources_consumed,total_interactions,net_energy_delta
55,899,0,1,2581.12,29729.10,30.03,499,50.19,55,0,1,0,899,0,1,0,4,4,0,4,360,1348,899,0,104,46343,41051.80
56,899,0,1,2631.28,30143.90,30.03,499,51.15,56,1,1,0,899,0,0,0,4,4,0,4,361,1348,900,0,104,47242,45099.30
57,899,0,1,2694.63,30678.70,30.03,499,52.13,57,0,1,0,899,0,1,0,4,4,0,4,361,1349,901,0,104,48141,56947.10
58,899,0,1,2751.05,31631.20,30.03,499,53.13,58,0,1,0,899,0,1,0,4,4,0,4,361,1350,902,0,104,49040,50728.10
59,900,0,0,2796.97,32171.00,30.00,499,54.07,59,0,0,0,899,0,1,0,4,4,0,4,361,1351,902,0,104,49939,44075.80
60,899,0,1,2853.23,32597.50,30.03,499,55.13,60,0,1,0,900,0,0,0,4,4,0,4,361,1351,903,0,104,50839,47779.50
61,899,0,1,2905.06,33013.30,30.54,499,56.12,61,0,1,0,899,0,1,0,4,4,0,4,361,1352,904,0,104,51738,46597.40
62,899,0,1,2963.97,33546.10,30.03,499,57.12,62,1,1,0,899,0,0,0,4,4,0,4,362,1352,905,0,104,52637,52958.90
63,899,0,1,3018.04,34493.60,30.04,499,58.11,63,0,1,0,899,0,1,0,4,4,0,4,362,1353,906,0,104,53536,48605.10
64,900,0,0,3074.44,35032.40,30.01,499,59.05,64,0,0,0,899,0,1,0,4,4,0,4,362,1354,906,0,104,54435,53780.00
65,900,0,0,3129.10,35618.20,30.01,499,60.05,65,0,0,0,900,0,0,0,4,4,0,4,362,1354,906,0,104,55335,49193.90
66,899,0,1,3188.17,36157.00,30.04,499,61.11,66,0,1,0,900,0,0,0,4,4,0,4,362,1354,907,0,104,56235,49978.50
67,899,0,1,3252.54,37112.50,30.04,499,62.11,67,0,1,0,899,0,1,0,4,4,0,4,362,1355,908,0,104,57134,57866.80
68,900,0,0,3305.90,37645.30,30.38,499,63.04,68,0,0,0,899,0,1,0,4,4,0,4,362,1356,908,0,104,58033,51272.50
69,899,0,1,3363.82,38070.80,30.41,499,64.05,69,0,1,0,900,0,0,0,4,4,0,4,362,1356,909,0,104,58933,48771.17
70,900,0,0,3407.91,39019.30,30.67,499,64.98,70,0,0,0,899,0,1,0,4,4,0,4,362,1357,909,0,104,59832,43042.00
71,900,0,0,3465.06,39965.80,30.67,499,65.98,71,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,60732,51432.30
72,900,0,0,3519.58,40913.30,30.67,499,66.98,72,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,61632,49073.00
73,900,0,0,3578.77,41501.10,30.67,499,67.98,73,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,62532,53267.00
74,900,0,0,3632.68,42088.90,30.67,499,68.98,74,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,63432,48524.70
75,900,0,0,3685.93,42621.70,30.67,499,69.98,75,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,64332,47923.10
76,900,0,0,3745.87,43209.50,30.67,499,70.98,76,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,65232,53944.20
77,900,0,0,3801.91,43750.30,30.67,499,71.98,77,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,66132,50439.80
78,900,0,0,3852.11,44696.80,30.67,499,72.98,78,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,67032,45176.20
79,900,0,0,3906.24,45651.30,30.67,499,73.98,79,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,67932,48718.90
80,900,0,0,3968.51,46598.80,30.67,499,74.98,80,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,68832,56043.80
81,900,0,0,4036.15,47022.30,30.67,499,75.98,81,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,69732,60876.00
82,900,0,0,4088.41,47448.80,30.67,499,76.98,82,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,70632,47031.40
83,900,0,0,4135.86,47983.60,30.67,499,77.98,83,0,0,0,900,0,0,0,4,4,0,4,362,1357,909,0,104,71532,42708.00
84,899,0,1,4192.63,48516.40,30.70,499,79.05,84,0,1,0,900,0,0,0,4,4,0,4,362,1357,910,0,104,72432,46899.55
85,900,0,0,4241.79,48941.90,30.67,499,79.96,85,0,0,0,899,0,1,0,4,4,0,4,362,1358,910,0,104,73331,48430.40
86,900,0,0,4292.16,49530.70,30.67,499,80.96,86,0,0,0,900,0,0,0,4,4,0,4,362,1358,910,0,104,74231,45338.00
87,900,0,0,4346.66,49955.20,30.67,499,81.96,87,0,0,0,900,0,0,0,4,4,0,4,362,1358,910,0,104,75131,49044.90
88,899,0,1,4413.68,50380.70,30.70,499,83.05,88,0,1,0,900,0,0,0,4,4,0,4,362,1358,911,0,104,76031,55906.50
89,899,0,1,4468.13,50914.50,30.78,499,83.99,89,0,1,0,899,0,1,0,4,4,0,4,362,1359,912,0,104,76930,48950.41
90,900,0,0,4523.45,51448.30,30.75,499,84.90,90,1,0,0,899,0,0,0,4,4,0,4,363,1359,912,0,104,77829,54257.40
91,900,0,0,4578.07,51982.10,30.75,499,85.90,91,0,0,0,900,0,0,0,4,4,0,4,363,1359,912,0,104,78729,49154.30
92,900,0,0,4632.19,52407.60,30.75,499,86.90,92,0,0,0,900,0,0,0,4,4,0,4,363,1359,912,0,104,79629,48708.10
93,899,0,1,4694.36,52996.40,30.78,499,87.91,93,0,1,0,900,0,0,0,4,4,0,4,363,1359,913,0,104,80529,51265.61
94,900,0,0,4743.39,53530.20,30.75,499,88.82,94,0,0,0,899,0,1,0,4,4,0,4,363,1360,913,0,104,81428,48821.60
95,900,0,0,4796.97,54065.00,30.75,499,89.82,95,0,0,0,900,0,0,0,4,4,0,4,363,1360,913,0,104,82328,48216.20
96,899,0,1,4861.58,55015.50,30.78,499,90.91,96,0,1,0,900,0,0,0,4,4,0,4,363,1360,914,0,104,83228,53290.90
97,900,0,0,4912.84,55555.30,30.75,499,91.81,97,0,0,0,899,0,1,0,4,4,0,4,363,1361,914,0,104,84127,50996.50
98,900,0,0,4969.45,56094.10,30.75,499,92.81,98,0,0,0,900,0,0,0,4,4,0,4,363,1361,914,0,104,85027,50949.90
99,899,0,1,5026.60,56510.90,30.78,499,93.91,99,0,1,0,900,0,0,0,4,4,0,4,363,1361,915,0,104,85927,46401.40
100,900,0,0,5075.63,57466.40,31.05,499,94.81,100,0,0,0,899,0,1,0,4,4,0,4,363,1362,915,0,104,86826,49156.60
101,899,0,1,5135.78,58054.20,30.78,499,95.91,101,0,1,0,900,0,0,0,4,4,0,4,363,1362,916,0,104,87726,49002.20
102,900,0,0,5183.28,58595.00,31.04,499,96.81,102,0,0,0,899,0,1,0,4,4,0,4,363,1363,916,0,104,88625,47881.10
103,899,0,1,5239.80,59126.80,30.78,499,97.91,103,0,1,0,900,0,0,0,4,4,0,4,363,1363,917,0,104,89525,45632.60
104,900,0,0,5288.76,60081.30,30.75,499,98.81,104,1,0,0,899,0,0,0,4,4,0,4,364,1363,917,0,104,90424,49299.20
105,900,0,0,5337.80,60620.10,30.75,499,99.81,105,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,91324,44136.90
106,900,0,0,5392.16,61152.90,30.75,499,100.81,106,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,92224,48924.40
107,900,0,0,5439.19,62100.40,30.75,499,101.81,107,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,93124,42332.10
108,900,0,0,5499.25,62633.20,30.75,499,102.81,108,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,94024,54046.90
109,900,0,0,5553.42,63168.00,30.75,499,103.81,109,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,94924,48757.80
110,900,0,0,5604.29,63707.80,30.75,499,104.81,110,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,95824,45783.30
111,900,0,0,5661.03,64655.30,30.75,499,105.81,111,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,96724,51065.80
112,900,0,0,5717.21,65189.10,30.75,499,106.81,112,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,97624,50563.80
113,900,0,0,5769.18,65722.90,30.75,499,107.81,113,0,0,0,900,0,0,0,4,4,0,4,364,1363,917,0,104,98524,46770.50
114,899,0,1,5828.36,66310.70,30.71,499,108.90,114,0,1,0,900,0,0,0,4,4,0,4,364,1363,918,0,104,99424,47431.80
115,900,0,0,5877.67,66848.50,30.75,499,109.78,115,0,0,0,899,0,1,0,4,4,0,4,364,1364,918,0,104,100323,50209.80
116,900,0,0,5934.51,67796.00,30.75,499,110.78,116,0,0,0,900,0,0,0,4,4,0,4,364,1364,918,0,104,101223,51157.70
117,900,0,0,5994.16,68335.80,30.75,499,111.78,117,0,0,0,900,0,0,0,4,4,0,4,364,1364,918,0,104,102123,53680.00
118,900,0,0,6053.63,68924.60,30.75,499,112.78,118,0,0,0,900,0,0,0,4,4,0,4,364,1364,918,0,104,103023,53526.60
119,900,0,0,6111.94,69465.40,30.75,499,113.78,119,0,0,0,900,0,0,0,4,4,0,4,364,1364,918,0,104,103923,52475.60
120,899,0,1,6174.66,70051.20,30.78,499,114.84,120,0,1,0,900,0,0,0,4,4,0,4,364,1364,919,0,104,104823,50275.35
121,900,0,0,6221.42,71004.70,31.12,499,115.71,121,0,0,0,899,0,1,0,4,4,0,4,364,1365,919,0,104,105722,48260.80
122,900,0,0,6278.81,71428.20,31.12,499,116.71,122,0,0,0,900,0,0,0,4,4,0,4,364,1365,919,0,104,106622,51646.60
123,900,0,0,6337.77,72375.70,31.12,499,117.71,123,0,0,0,900,0,0,0,4,4,0,4,364,1365,919,0,104,107522,53062.80
124,900,0,0,6399.61,72916.50,31.12,499,118.71,124,0,0,0,900,0,0,0,4,4,0,4,364,1365,919,0,104,108422,55661.40
125,899,0,1,6466.11,73865.00,30.78,499,119.84,125,0,1,0,900,0,0,0,4,4,0,4,364,1365,920,0,104,109322,53380.60
126,900,0,0,6512.40,74398.80,30.75,499,120.70,126,0,0,0,899,0,1,0,4,4,0,4,364,1366,920,0,104,110221,48131.90
127,900,0,0,6571.79,74813.60,30.75,499,121.70,127,0,0,0,900,0,0,0,4,4,0,4,364,1366,920,0,104,111121,53446.70
128,900,0,0,6631.50,75346.40,30.75,499,122.70,128,0,0,0,900,0,0,0,4,4,0,4,364,1366,920,0,104,112021,53738.10
129,900,0,0,6686.91,75933.20,30.75,499,123.70,129,0,0,0,900,0,0,0,4,4,0,4,364,1366,920,0,104,112921,49874.00
130,900,0,0,6738.70,76887.70,30.75,499,124.70,130,0,0,0,900,0,0,0,4,4,0,4,364,1366,920,0,104,113821,46603.40
131,899,0,1,6805.18,77427.50,30.78,499,125.72,131,0,1,0,900,0,0,0,4,4,0,4,364,1366,921,0,104,114721,53033.15
132,900,0,0,6846.28,77962.30,30.75,499,126.58,132,0,0,0,899,0,1,0,4,4,0,4,364,1367,921,0,104,115620,43791.60
133,900,0,0,6894.68,78501.10,30.75,499,127.58,133,0,0,0,900,0,0,0,4,4,0,4,364,1367,921,0,104,116520,43562.60
134,900,0,0,6944.57,79041.90,30.75,499,128.58,134,0,0,0,900,0,0,0,4,4,0,4,364,1367,921,0,104,117420,44903.90
135,900,0,0,7002.16,79989.40,30.75,499,129.58,135,0,0,0,900,0,0,0,4,4,0,4,364,1367,921,0,104,118320,51829.80
136,900,0,0,7057.20,80415.90,30.75,499,130.58,136,0,0,0,900,0,0,0,4,4,0,4,364,1367,921,0,104,119220,49532.20
137,900,0,0,7119.81,80950.70,30.75,499,131.58,137,0,0,0,900,0,0,0,4,4,0,4,364,1367,921,0,104,120120,56351.90
138,899,0,1,7178.81,81366.50,30.78,499,132.72,138,0,1,0,900,0,0,0,4,4,0,4,364,1367,922,0,104,121020,45917.20
139,900,0,0,7221.59,82315.00,30.75,499,133.57,139,0,0,0,899,0,1,0,4,4,0,4,364,1368,922,0,104,121919,45680.90
140,900,0,0,7273.74,83263.50,30.75,499,134.57,140,0,0,0,900,0,0,0,4,4,0,4,364,1368,922,0,104,122819,46936.60
141,899,0,1,7343.29,83802.30,30.78,499,135.72,141,0,1,0,900,0,0,0,4,4,0,4,364,1368,923,0,104,123719,55249.40
142,900,0,0,7391.21,84227.80,30.75,499,136.57,142,0,0,0,899,0,1,0,4,4,0,4,364,1369,923,0,104,124618,50478.60
143,900,0,0,7450.20,84761.60,30.75,499,137.57,143,0,0,0,900,0,0,0,4,4,0,4,364,1369,923,0,104,125518,53082.90
144,900,0,0,7502.60,85350.40,30.75,499,138.57,144,0,0,0,900,0,0,0,4,4,0,4,364,1369,923,0,104,126418,47167.50
145,899,0,1,7568.76,85938.20,30.78,499,139.72,145,0,1,0,900,0,0,0,4,4,0,4,364,1369,924,0,104,127318,51970.30
146,900,0,0,7615.90,86354.00,30.75,499,140.57,146,0,0,0,899,0,1,0,4,4,0,4,364,1370,924,0,104,128217,49995.70
147,900,0,0,7675.54,87309.50,30.75,499,141.57,147,0,0,0,900,0,0,0,4,4,0,4,364,1370,924,0,104,129117,53677.40
148,900,0,0,7740.27,87898.30,30.75,499,142.57,148,0,0,0,900,0,0,0,4,4,0,4,364,1370,924,0,104,130017,58252.20
149,900,0,0,7789.04,88845.80,30.75,499,143.57,149,0,0,0,900,0,0,0,4,4,0,4,364,1370,924,0,104,130917,43898.10
150,899,0,1,7859.48,89800.30,30.78,499,144.72,150,0,1,0,900,0,0,0,4,4,0,4,364,1370,925,0,104,131817,55538.00
151,899,0,1,7915.67,90335.10,30.91,499,145.62,151,1,1,0,899,0,0,0,4,4,0,4,365,1370,926,0,104,132716,50510.09
152,900,0,0,7957.03,90923.90,30.88,499,146.45,152,0,0,0,899,0,1,0,4,4,0,4,365,1371,926,0,104,133615,45142.40
153,900,0,0,8018.27,91456.70,30.88,499,147.45,153,0,0,0,900,0,0,0,4,4,0,4,365,1371,926,0,104,134515,55113.70
154,900,0,0,8074.77,92410.20,30.88,499,148.45,154,0,0,0,900,0,0,0,4,4,0,4,365,1371,926,0,104,135415,50852.00
155,899,0,1,8147.57,92945.00,30.91,499,149.62,155,0,1,0,900,0,0,0,4,4,0,4,365,1371,927,0,104,136315,57369.10
156,900,0,0,8191.06,93533.80,30.88,499,150.45,156,0,0,0,899,0,1,0,4,4,0,4,365,1372,927,0,104,137214,47288.10
157,900,0,0,8244.50,94068.60,30.88,499,151.45,157,0,0,0,900,0,0,0,4,4,0,4,365,1372,927,0,104,138114,48102.90
158,900,0,0,8291.13,94493.10,30.88,499,152.45,158,0,0,0,900,0,0,0,4,4,0,4,365,1372,927,0,104,139014,41961.70
159,900,0,0,8350.04,95440.60,30.88,499,153.45,159,0,0,0,900,0,0,0,4,4,0,4,365,1372,927,0,104,139914,53016.50
160,900,0,0,8406.88,95974.40,30.88,499,154.45,160,0,0,0,900,0,0,0,4,4,0,4,365,1372,927,0,104,140814,51162.90
161,899,0,1,8479.61,96922.90,30.91,499,155.62,161,0,1,0,900,0,0,0,4,4,0,4,365,1372,928,0,104,141714,56971.60
162,900,0,0,8528.97,97878.40,31.05,499,156.44,162,0,0,0,899,0,1,0,4,4,0,4,365,1373,928,0,104,142613,52902.40
163,899,0,1,8600.51,98833.90,30.91,499,157.62,163,0,1,0,900,0,0,0,4,4,0,4,365,1373,929,0,104,143513,55786.20
164,900,0,0,8651.54,99366.70,31.24,499,158.44,164,0,0,0,899,0,1,0,4,4,0,4,365,1374,929,0,104,144412,54532.90
165,900,0,0,8708.27,99899.50,31.24,499,159.44,165,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,145312,51053.90
166,900,0,0,8767.21,100438.30,31.24,499,160.44,166,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,146212,53050.50
167,900,0,0,8827.90,100973.10,31.24,499,161.44,167,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,147112,54614.60
168,900,0,0,8888.49,101398.60,31.24,499,162.44,168,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,148012,54531.20
169,900,0,0,8944.95,102354.10,31.24,499,163.44,169,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,148912,50814.90
170,900,0,0,9008.18,102884.90,31.24,499,164.44,170,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,149812,56905.50
171,900,0,0,9062.79,103473.70,31.24,499,165.44,171,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,150712,49150.10
172,900,0,0,9125.50,104420.20,31.24,499,166.44,172,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,151612,56438.60
173,900,0,0,9188.55,104844.70,31.24,499,167.44,173,0,0,0,900,0,0,0,4,4,0,4,365,1374,929,0,104,152512,56747.70
174,899,0,1,9254.95,105792.20,31.28,499,168.46,174,0,1,0,900,0,0,0,4,4,0,4,365,1374,930,0,104,153412,50501.07
175,900,0,0,9305.39,106327.00,31.24,499,169.27,175,0,0,0,899,0,1,0,4,4,0,4,365,1375,930,0,104,154311,54652.60
176,900,0,0,9355.98,106861.80,31.24,499,170.27,176,0,0,0,900,0,0,0,4,4,0,4,365,1375,930,0,104,155211,45530.30
177,900,0,0,9404.07,107401.60,31.24,499,171.27,177,0,0,0,900,0,0,0,4,4,0,4,365,1375,930,0,104,156111,43285.50
178,899,0,1,9467.40,108349.10,31.28,499,172.46,178,0,1,0,900,0,0,0,4,4,0,4,365,1375,931,0,104,157011,47526.70
179,900,0,0,9513.24,109303.60,31.24,499,173.27,179,0,0,0,899,0,1,0,4,4,0,4,365,1376,931,0,104,157910,50723.50
180,900,0,0,9563.87,109843.40,31.24,499,174.27,180,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,158810,45570.20
181,900,0,0,9618.95,110267.90,31.24,499,175.27,181,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,159710,49571.40
182,900,0,0,9670.18,110694.40,31.24,499,176.27,182,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,160610,46103.40
183,900,0,0,9727.78,111641.90,31.24,499,177.27,183,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,161510,51841.20
184,900,0,0,9786.72,112180.70,31.24,499,178.27,184,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,162410,53048.00
185,900,0,0,9841.80,112715.50,31.24,499,179.27,185,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,163310,49572.40
186,900,0,0,9909.26,113141.00,31.24,499,180.27,186,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,164210,60710.10
187,900,0,0,9967.69,113679.80,31.24,499,181.27,187,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,165110,52591.10
188,900,0,0,10021.87,114267.60,31.24,499,182.27,188,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,166010,48757.10
189,900,0,0,10083.02,114802.40,31.24,499,183.27,189,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,166910,55039.00
190,900,0,0,10145.82,115334.20,31.24,499,184.27,190,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,167810,56517.10
191,900,0,0,10203.47,115868.00,31.24,499,185.27,191,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,168710,51891.70
192,900,0,0,10259.47,116401.80,31.24,499,186.27,192,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,169610,50399.70
193,900,0,0,10318.96,117349.30,31.24,499,187.27,193,0,0,0,900,0,0,0,4,4,0,4,365,1376,931,0,104,170510,53537.50
