tick,population,resources,empty,mean_energy,max_energy,mean_size,max_size,mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation,resource_injection_attempts,resources_injected,resource_injection_blocked,total_births,total_novel_placements,total_deaths_energy,total_deaths_age,total_resources_consumed,total_interactions,net_energy_delta
22,892,0,8,787.55,9419.00,28.18,499,18.01,22,1,8,0,892,0,7,0,4,4,0,4,352,1264,814,0,101,16728,41212.40
23,893,0,7,832.89,10165.80,28.01,499,18.94,23,3,7,0,892,0,5,0,4,4,0,4,355,1269,821,0,101,17620,41273.68
24,894,0,6,879.13,10874.90,28.55,499,19.89,24,0,6,0,893,0,7,0,4,4,0,4,355,1276,827,0,101,18513,42169.40
25,890,0,10,940.39,11621.70,27.34,499,20.89,25,0,10,0,894,0,6,0,4,4,0,4,355,1282,837,0,101,19407,51009.35
26,895,0,5,978.55,12398.80,28.47,499,21.75,26,1,5,0,890,0,9,0,4,4,0,4,356,1291,842,0,101,20297,38851.74
27,891,0,9,1023.67,13173.90,27.64,499,22.79,27,1,9,0,895,0,4,0,4,4,0,4,357,1295,851,0,101,21192,36290.90
28,897,0,3,1059.87,13920.70,28.38,499,23.61,28,1,3,0,891,0,8,0,4,4,0,4,358,1303,854,0,101,22083,38613.50
29,896,0,4,1113.28,13667.80,28.63,499,24.62,29,0,4,0,897,0,3,0,4,4,0,4,358,1306,858,0,101,22980,46796.40
30,896,0,4,1163.27,14379.90,28.95,499,25.61,30,0,4,0,896,0,4,0,4,4,0,4,358,1310,862,0,101,23876,44784.40
31,892,0,8,1209.04,14749.60,28.12,499,26.69,31,1,8,0,896,0,3,0,4,4,0,4,359,1313,870,0,101,24772,36181.65
32,897,0,3,1259.55,15492.60,27.99,499,27.52,32,1,3,0,892,1,7,0,4,4,1,3,360,1320,873,0,102,25664,51351.90
33,897,0,3,1307.82,16235.60,27.68,499,28.52,33,0,3,0,897,0,3,0,4,4,0,4,360,1323,876,0,102,26561,43290.40
34,896,0,4,1358.17,17008.90,28.01,499,29.50,34,0,4,0,897,0,3,0,4,4,0,4,360,1326,880,0,102,27458,43809.01
35,898,0,2,1405.54,17753.90,27.68,499,30.43,35,1,2,0,896,0,3,0,4,4,0,4,361,1329,882,0,102,28354,45258.20
36,897,0,3,1456.00,18496.90,27.28,499,31.44,36,0,3,0,898,0,2,0,4,4,0,4,361,1331,885,0,102,29252,43851.75
37,897,0,3,1505.75,18243.20,27.59,499,32.43,37,1,3,0,897,0,2,0,4,4,0,4,362,1333,888,0,102,30149,44627.60
38,893,0,7,1567.20,19017.50,28.01,499,33.51,38,0,7,0,897,0,3,0,4,4,0,4,362,1336,895,0,102,31046,48856.75
39,897,1,2,1612.03,19761.50,27.82,499,34.31,39,0,2,0,893,0,6,0,4,4,1,3,362,1342,897,0,102,31939,46473.05
40,898,0,2,1659.96,20190.20,27.36,499,35.27,40,1,2,0,897,1,2,0,4,4,0,4,363,1344,899,0,103,32836,44654.90
41,899,0,1,1705.99,21254.90,27.35,499,36.21,41,0,1,0,898,0,2,0,4,4,0,4,363,1346,900,0,103,33734,43046.30
42,898,0,2,1755.86,21716.90,26.96,499,37.24,42,0,2,0,899,0,1,0,4,4,0,4,363,1347,902,0,103,34633,43073.15
43,900,0,0,1808.93,22775.60,26.91,499,38.16,43,1,0,0,898,0,1,0,4,4,0,4,364,1348,902,0,103,35531,51274.10
44,899,0,1,1859.54,23835.30,26.93,499,39.20,44,0,1,0,900,0,0,0,4,4,0,4,364,1348,903,0,103,36431,43692.10
45,900,0,0,1907.18,24894.00,27.42,499,40.15,45,0,0,0,899,0,1,0,4,4,0,4,364,1349,903,0,103,37330,44733.70
46,897,0,3,1961.98,25953.70,26.98,499,41.25,46,0,3,0,900,0,0,0,4,4,0,4,364,1349,906,0,103,38230,43439.52
47,899,0,1,2001.86,26416.70,27.51,499,42.15,47,0,1,0,897,0,3,0,4,4,0,4,364,1352,907,0,103,39127,39769.60
48,898,0,2,2052.89,27477.40,27.25,499,43.19,48,0,2,0,899,0,1,0,4,4,0,4,364,1353,909,0,103,40026,43822.70
49,896,0,4,2109.51,28537.10,28.14,499,44.26,49,0,4,0,898,0,2,0,4,4,0,4,364,1355,913,0,103,40924,46630.75
50,897,0,3,2158.99,29009.80,28.75,499,45.18,50,0,3,0,896,0,4,0,4,4,0,4,364,1359,916,0,103,41820,46494.20
51,899,0,1,2203.93,30070.50,28.23,499,46.08,51,0,1,0,897,0,3,0,4,4,0,4,364,1362,917,0,103,42717,44711.60
52,900,0,0,2259.43,30530.50,28.20,499,47.03,52,0,0,0,899,0,1,0,4,4,0,4,364,1363,917,0,103,43616,52157.00
53,898,0,2,2316.36,31590.20,28.24,499,48.08,53,0,2,0,900,0,0,0,4,4,0,4,364,1363,919,0,103,44516,46605.00
54,899,0,1,2366.61,32650.90,28.21,499,49.02,54,1,1,0,898,0,1,0,4,4,0,4,365,1364,920,0,103,45414,47489.40
55,900,0,0,2414.79,33709.60,28.18,499,49.97,55,0,0,0,899,0,1,0,4,4,0,4,365,1365,920,0,103,46313,45732.10
56,900,0,0,2458.44,34183.30,28.18,499,50.97,56,0,0,0,900,0,0,0,4,4,0,4,365,1365,920,0,103,47213,39281.30
57,899,0,1,2515.46,34646.30,28.21,499,51.99,57,0,1,0,900,0,0,0,4,4,0,4,365,1365,921,0,103,48113,48803.00
58,900,0,0,2564.63,35122.00,28.22,499,52.94,58,1,0,0,899,0,0,0,4,4,0,4,366,1365,921,0,103,49012,46772.50
59,900,0,0,2616.19,36187.70,28.22,499,53.94,59,0,0,0,900,0,0,0,4,4,0,4,366,1365,921,0,103,49912,46401.60
60,900,0,0,2669.77,37247.40,28.22,499,54.94,60,0,0,0,900,0,0,0,4,4,0,4,366,1365,921,0,103,50812,48219.20
61,899,0,1,2731.28,37718.10,28.25,499,55.95,61,0,1,0,900,0,0,0,4,4,0,4,366,1365,922,0,103,51712,52627.96
62,900,0,0,2785.64,38777.80,28.60,499,56.89,62,0,0,0,899,0,1,0,4,4,0,4,366,1366,922,0,103,52611,51655.70
63,898,0,2,2843.19,39838.50,28.28,499,58.00,63,0,2,0,900,0,0,0,4,4,0,4,366,1366,924,0,103,53511,46111.90
64,900,0,0,2891.72,40898.20,28.23,499,58.88,64,0,0,0,898,0,2,0,4,4,0,4,366,1368,924,0,103,54409,49363.20
65,900,0,0,2944.15,41961.90,28.23,499,59.88,65,0,0,0,900,0,0,0,4,4,0,4,366,1368,924,0,103,55309,47184.30
66,899,0,1,2998.23,42424.90,28.25,499,60.94,66,0,1,0,900,0,0,0,4,4,0,4,366,1368,925,0,103,56209,45671.90
67,900,0,0,3048.55,42887.90,28.23,499,61.87,67,0,0,0,899,0,1,0,4,4,0,4,366,1369,925,0,103,57108,48290.50
68,900,0,0,3109.45,43349.90,28.23,499,62.87,68,0,0,0,900,0,0,0,4,4,0,4,366,1369,925,0,103,58008,54805.70
69,900,0,0,3167.37,43810.90,28.23,499,63.87,69,0,0,0,900,0,0,0,4,4,0,4,366,1369,925,0,103,58908,52136.10
70,900,0,0,3218.75,44273.90,28.23,499,64.87,70,0,0,0,900,0,0,0,4,4,0,4,366,1369,925,0,103,59808,46239.50
71,900,0,0,3266.27,44750.60,28.23,499,65.87,71,0,0,0,900,0,0,0,4,4,0,4,366,1369,925,0,103,60708,42766.60
72,900,0,0,3311.77,44647.00,28.23,499,66.87,72,0,0,0,900,0,0,0,4,4,0,4,366,1369,925,0,103,61608,40950.00
73,899,0,1,3377.37,45121.70,28.26,499,67.89,73,0,1,0,900,0,0,0,4,4,0,4,366,1369,926,0,103,62508,55659.00
74,899,0,1,3421.60,45017.10,28.26,499,68.85,74,0,1,0,899,0,1,0,4,4,0,4,366,1370,927,0,103,63407,39770.10
75,900,0,0,3471.32,45477.10,28.52,499,69.77,75,0,0,0,899,0,1,0,4,4,0,4,366,1371,927,0,103,64306,48163.30
76,898,0,2,3533.10,45938.10,28.29,499,70.92,76,0,2,0,900,0,0,0,4,4,0,4,366,1371,929,0,103,65206,48539.30
77,900,0,0,3585.37,45834.50,28.67,499,71.77,77,0,0,0,898,0,2,0,4,4,0,4,366,1373,929,0,103,66104,54104.60
78,899,0,1,3645.82,46895.20,28.69,499,72.85,78,0,1,0,900,0,0,0,4,4,0,4,366,1373,930,0,103,67004,50761.30
79,900,0,0,3690.17,47959.90,28.66,499,73.76,79,1,0,0,899,0,0,0,4,4,0,4,367,1373,930,0,103,67903,43558.60
80,900,0,0,3751.10,49025.60,28.66,499,74.76,80,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,68803,54844.50
81,900,0,0,3812.13,50085.30,28.66,499,75.76,81,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,69703,54923.90
82,900,0,0,3866.31,51151.00,28.66,499,76.76,82,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,70603,48762.50
83,900,0,0,3919.29,51046.40,28.66,499,77.76,83,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,71503,47678.10
84,900,0,0,3973.51,51507.40,28.66,499,78.76,84,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,72403,48801.10
85,900,0,0,4024.00,51982.10,28.66,499,79.76,85,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,73303,45442.70
86,900,0,0,4081.99,52444.10,28.66,499,80.76,86,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,74203,52187.60
87,900,0,0,4141.32,52905.10,28.66,499,81.76,87,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,75103,53398.30
88,900,0,0,4197.55,53377.80,28.66,499,82.76,88,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,76003,50606.50
89,900,0,0,4255.60,54436.50,28.66,499,83.76,89,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,76903,52248.20
90,900,0,0,4299.71,54898.50,28.66,499,84.76,90,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,77803,39699.20
91,900,0,0,4354.17,55372.20,28.66,499,85.76,91,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,78703,49008.90
92,900,0,0,4416.28,55846.90,28.66,499,86.76,92,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,79603,55900.30
93,900,0,0,4466.47,56322.60,28.66,499,87.76,93,0,0,0,900,0,0,0,4,4,0,4,367,1373,930,0,103,80503,45172.90
94,899,0,1,4526.36,56797.30,28.69,499,88.79,94,0,1,0,900,0,0,0,4,4,0,4,367,1373,931,0,103,81403,49371.75
95,900,0,0,4577.56,57857.00,28.66,499,89.70,95,0,0,0,899,0,1,0,4,4,0,4,367,1374,931,0,103,82302,50606.10
96,900,0,0,4626.76,58914.70,28.66,499,90.70,96,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,83202,44285.00
97,900,0,0,4682.21,58811.10,28.66,499,91.70,97,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,84102,49905.30
98,900,0,0,4738.36,59871.80,28.66,499,92.70,98,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,85002,50535.60
99,900,0,0,4793.02,60931.50,28.66,499,93.70,99,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,85902,49186.80
100,900,0,0,4845.40,61992.20,28.66,499,94.70,100,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,86802,47140.90
101,900,0,0,4901.77,61887.60,28.66,499,95.70,101,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,87702,50738.40
102,900,0,0,4957.29,62362.30,28.66,499,96.70,102,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,88602,49962.60
103,900,0,0,5013.55,62258.70,28.66,499,97.70,103,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,89502,50635.30
104,900,0,0,5057.17,62721.70,28.66,499,98.70,104,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,90402,39260.50
105,900,0,0,5115.40,63781.40,28.66,499,99.70,105,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,91302,52407.60
106,900,0,0,5172.94,64258.10,28.66,499,100.70,106,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,92202,51788.70
107,900,0,0,5228.76,64721.10,28.66,499,101.70,107,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,93102,50233.20
108,900,0,0,5287.95,64616.50,28.66,499,102.70,108,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,94002,53274.40
109,900,0,0,5344.24,65676.20,28.66,499,103.70,109,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,94902,50658.80
110,900,0,0,5403.85,66150.90,28.66,499,104.70,110,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,95802,53650.60
111,900,0,0,5452.37,66613.90,28.66,499,105.70,111,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,96702,43667.90
112,900,0,0,5506.80,67679.60,28.66,499,106.70,112,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,97602,48986.00
113,900,0,0,5562.48,68142.60,28.66,499,107.70,113,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,98502,50111.70
114,900,0,0,5616.28,68604.60,28.66,499,108.70,114,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,99402,48421.80
115,900,0,0,5668.48,69067.60,28.66,499,109.70,115,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,100302,46975.30
116,900,0,0,5734.15,69529.60,28.66,499,110.70,116,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,101202,59108.20
117,900,0,0,5784.32,69990.60,28.66,499,111.70,117,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,102102,45151.60
118,900,0,0,5838.72,70453.60,28.66,499,112.70,118,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,103002,48956.20
119,900,0,0,5896.26,70349.00,28.66,499,113.70,119,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,103902,51791.80
120,900,0,0,5949.28,71408.70,28.66,499,114.70,120,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,104802,47717.40
121,900,0,0,6011.66,71882.40,28.66,499,115.70,121,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,105702,56139.80
122,900,0,0,6063.36,71777.80,28.66,499,116.70,122,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,106602,46528.20
123,900,0,0,6113.78,72836.50,28.66,499,117.70,123,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,107502,45376.70
124,900,0,0,6164.03,73894.20,28.66,499,118.70,124,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,108402,45224.90
125,900,0,0,6220.26,74954.90,28.66,499,119.70,125,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,109302,50612.00
126,900,0,0,6272.52,75429.60,28.66,499,120.70,126,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,110202,47034.10
127,900,0,0,6315.24,75326.00,28.66,499,121.70,127,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,111102,38445.60
128,900,0,0,6364.79,76384.70,28.66,499,122.70,128,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,112002,44591.80
129,900,0,0,6424.69,77449.40,28.66,499,123.70,129,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,112902,53914.20
130,900,0,0,6480.27,77924.10,28.66,499,124.70,130,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,113802,50025.60
131,900,0,0,6535.48,78983.80,28.66,499,125.70,131,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,114702,49687.00
132,900,0,0,6586.68,78880.20,28.66,499,126.70,132,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,115602,46082.00
133,900,0,0,6638.31,79342.20,28.66,499,127.70,133,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,116502,46459.90
134,900,0,0,6695.33,79805.20,28.66,499,128.70,134,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,117402,51324.30
135,900,0,0,6744.87,80280.90,28.66,499,129.70,135,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,118302,44580.60
136,900,0,0,6798.13,81341.60,28.66,499,130.70,136,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,119202,47935.40
137,900,0,0,6840.15,81817.30,28.66,499,131.70,137,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,120102,37820.50
138,900,0,0,6898.04,82876.00,28.66,499,132.70,138,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,121002,52096.20
139,900,0,0,6951.24,83338.00,28.66,499,133.70,139,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,121902,47878.80
140,900,0,0,7008.78,84396.70,28.66,499,134.70,140,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,122802,51791.50
141,900,0,0,7067.35,85457.40,28.66,499,135.70,141,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,123702,52713.30
142,900,0,0,7124.43,85918.40,28.66,499,136.70,142,0,0,0,900,0,0,0,4,4,0,4,367,1374,931,0,103,124602,51366.80
143,897,0,3,7204.72,86393.10,28.75,499,137.87,143,0,3,0,900,0,0,0,4,4,0,4,367,1374,934,0,103,125502,50651.40
144,900,0,0,7234.97,86867.80,28.67,499,138.41,144,1,0,0,897,0,2,0,4,4,0,4,368,1376,934,0,103,126399,48836.40
145,899,0,1,7297.39,87927.50,28.70,499,139.56,145,0,1,0,900,0,0,0,4,4,0,4,368,1376,935,0,103,127299,48879.70
146,900,0,0,7342.48,88985.20,28.67,499,140.41,146,0,0,0,899,0,1,0,4,4,0,4,368,1377,935,0,103,128198,47878.70
147,900,0,0,7402.22,90050.90,28.67,499,141.41,147,0,0,0,900,0,0,0,4,4,0,4,368,1377,935,0,103,129098,53770.70
148,900,0,0,7465.60,89946.30,28.67,499,142.41,148,0,0,0,900,0,0,0,4,4,0,4,368,1377,935,0,103,129998,57039.50
149,900,0,0,7521.16,90420.00,28.67,499,143.41,149,0,0,0,900,0,0,0,4,4,0,4,368,1377,935,0,103,130898,50002.40
150,900,0,0,7571.80,90883.00,28.67,499,144.41,150,0,0,0,900,0,0,0,4,4,0,4,368,1377,935,0,103,131798,45578.80
151,900,0,0,7625.74,91943.70,28.67,499,145.41,151,0,0,0,900,0,0,0,4,4,0,4,368,1377,935,0,103,132698,48545.60
152,900,0,0,7686.69,93008.40,28.67,499,146.41,152,0,0,0,900,0,0,0,4,4,0,4,368,1377,935,0,103,133598,54854.30
153,899,0,1,7752.67,94068.10,28.70,499,147.56,153,0,1,0,900,0,0,0,4,4,0,4,368,1377,936,0,103,134498,51627.30
154,900,0,0,7793.34,95128.80,29.18,499,148.40,154,0,0,0,899,0,1,0,4,4,0,4,368,1378,936,0,103,135397,44360.10
155,899,0,1,7852.82,95588.80,28.70,499,149.56,155,0,1,0,900,0,0,0,4,4,0,4,368,1378,937,0,103,136297,45673.00
156,900,0,0,7908.25,96050.80,29.18,499,150.40,156,0,0,0,899,0,1,0,4,4,0,4,368,1379,937,0,103,137196,57744.10
157,900,0,0,7960.49,96526.50,29.18,499,151.40,157,0,0,0,900,0,0,0,4,4,0,4,368,1379,937,0,103,138096,47015.70
158,900,0,0,8021.78,96421.90,29.18,499,152.40,158,0,0,0,900,0,0,0,4,4,0,4,368,1379,937,0,103,138996,55158.60
159,900,0,0,8078.40,97481.60,29.18,499,153.40,159,0,0,0,900,0,0,0,4,4,0,4,368,1379,937,0,103,139896,50957.70
160,899,0,1,8148.43,97955.30,28.70,499,154.56,160,0,1,0,900,0,0,0,4,4,0,4,368,1379,938,0,103,140796,54878.20
161,900,0,0,8191.66,99021.00,28.96,499,155.39,161,0,0,0,899,0,1,0,4,4,0,4,368,1380,938,0,103,141695,47060.20
162,899,0,1,8257.21,100080.70,28.70,499,156.56,162,0,1,0,900,0,0,0,4,4,0,4,368,1380,939,0,103,142595,50738.20
163,900,0,0,8304.71,100553.40,29.18,499,157.39,163,0,0,0,899,0,1,0,4,4,0,4,368,1381,939,0,103,143494,51001.70
164,900,0,0,8360.36,100449.80,29.18,499,158.39,164,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,144394,50090.70
165,900,0,0,8420.71,100912.80,29.18,499,159.39,165,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,145294,54311.50
166,900,0,0,8485.35,101973.50,29.18,499,160.39,166,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,146194,58180.30
167,900,0,0,8541.47,102434.50,29.18,499,161.39,167,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,147094,50504.40
168,900,0,0,8598.12,102897.50,29.18,499,162.39,168,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,147994,50989.90
169,900,0,0,8647.59,103373.20,29.18,499,163.39,169,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,148894,44516.30
170,900,0,0,8706.49,103268.60,29.18,499,164.39,170,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,149794,53009.40
171,900,0,0,8773.63,103731.60,29.18,499,165.39,171,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,150694,60425.50
172,900,0,0,8835.68,104791.30,29.18,499,166.39,172,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,151594,55846.30
173,900,0,0,8897.51,105253.30,29.18,499,167.39,173,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,152494,55649.60
174,900,0,0,8951.87,105715.30,29.18,499,168.39,174,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,153394,48925.90
175,900,0,0,9017.71,106775.00,29.18,499,169.39,175,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,154294,59253.80
176,900,0,0,9071.46,107840.70,29.18,499,170.39,176,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,155194,48377.80
177,900,0,0,9124.54,108904.40,29.18,499,171.39,177,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,156094,47773.10
178,900,0,0,9175.92,109964.10,29.18,499,172.39,178,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,156994,46241.30
179,900,0,0,9225.30,110426.10,29.18,499,173.39,179,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,157894,44439.60
180,900,0,0,9284.03,111486.80,29.18,499,174.39,180,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,158794,52855.60
181,900,0,0,9339.63,111959.50,29.18,499,175.39,181,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,159694,50042.00
182,900,0,0,9395.96,113023.20,29.18,499,176.39,182,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,160594,50697.70
183,900,0,0,9452.07,114081.90,29.18,499,177.39,183,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,161494,50495.90
184,900,0,0,9497.75,115146.60,29.18,499,178.39,184,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,162394,41112.00
185,900,0,0,9560.05,116205.30,29.18,499,179.39,185,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,163294,56067.40
186,900,0,0,9610.64,116100.70,29.18,499,180.39,186,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,164194,45533.40
187,900,0,0,9667.63,117161.40,29.18,499,181.39,187,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,165094,51290.90
188,900,0,0,9723.24,117637.10,29.18,499,182.39,188,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,165994,50054.20
189,900,0,0,9770.55,118702.80,29.18,499,183.39,189,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,166894,42576.70
190,900,0,0,9822.79,119761.50,29.18,499,184.39,190,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,167794,47011.30
191,900,0,0,9891.67,119653.90,29.18,499,185.39,191,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,168694,61997.60
192,900,0,0,9943.53,120717.60,29.18,499,186.39,192,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,169594,46674.10
193,900,0,0,10007.16,120613.00,29.18,499,187.39,193,0,0,0,900,0,0,0,4,4,0,4,368,1381,939,0,103,170494,57260.70
