tick,population,resources,empty,mean_energy,max_energy,mean_size,max_size,mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation,resource_injection_attempts,resources_injected,resource_injection_blocked,total_births,total_novel_placements,total_deaths_energy,total_deaths_age,total_resources_consumed,total_interactions,net_energy_delta
57,900,0,0,2448.82,26949.60,29.39,502,49.55,57,1,0,0,899,0,0,0,5,4,0,4,448,1697,1290,0,110,46629,58497.10
58,899,0,1,2512.25,27741.20,29.42,502,50.60,58,0,1,0,900,0,0,0,5,4,0,4,448,1697,1291,0,110,47529,54570.10
59,898,0,2,2574.53,28537.80,30.00,502,51.62,59,0,2,0,899,0,1,0,5,4,0,4,448,1698,1293,0,110,48428,53421.24
60,899,0,1,2625.38,28674.10,29.98,502,52.55,60,1,1,0,898,0,1,0,5,4,0,4,449,1699,1294,0,110,49326,48283.30
61,899,0,1,2683.40,29471.70,30.17,502,53.55,61,0,1,0,899,0,1,0,5,4,0,4,449,1700,1295,0,110,50225,52162.55
62,898,0,2,2741.61,29608.00,30.00,502,54.56,62,1,2,0,899,0,0,0,5,4,0,4,450,1700,1297,0,110,51124,49584.80
63,900,0,0,2801.64,30534.60,29.95,502,55.44,63,0,0,0,898,0,2,0,5,4,0,4,450,1702,1297,0,110,52022,59515.20
64,899,0,1,2862.43,31330.20,29.97,502,56.50,64,0,1,0,900,0,0,0,5,4,0,4,450,1702,1298,0,110,52922,51849.70
65,899,0,1,2911.62,31465.50,29.97,502,57.49,65,0,1,0,899,0,1,0,5,4,0,4,450,1703,1299,0,110,53821,44219.10
66,900,0,0,2963.11,32259.10,29.94,502,58.43,66,0,0,0,899,0,1,0,5,4,0,4,450,1704,1299,0,110,54720,49252.90
67,899,0,1,3028.96,32396.40,29.97,502,59.45,67,0,1,0,900,0,0,0,5,4,0,4,450,1704,1300,0,110,55620,56237.50
68,899,0,1,3086.41,32532.70,29.97,502,60.44,68,0,1,0,899,0,1,0,5,4,0,4,450,1705,1301,0,110,56519,51649.70
69,898,0,2,3149.59,32968.60,30.00,502,61.50,69,0,2,0,899,0,1,0,5,4,0,4,450,1706,1303,0,110,57418,53648.48
70,900,0,0,3198.89,32977.20,29.94,502,62.36,70,0,0,0,898,0,2,0,5,4,0,4,450,1708,1303,0,110,58316,50663.30
71,900,0,0,3256.54,33979.10,29.94,502,63.36,71,0,0,0,900,0,0,0,5,4,0,4,450,1708,1303,0,110,59216,51888.70
72,899,0,1,3320.62,33988.70,29.97,502,64.43,72,0,1,0,900,0,0,0,5,4,0,4,450,1708,1304,0,110,60116,54351.40
73,900,0,0,3380.34,34527.80,29.94,502,65.36,73,0,0,0,899,0,1,0,5,4,0,4,450,1709,1304,0,110,61015,57071.10
74,900,0,0,3438.37,35454.40,29.94,502,66.36,74,0,0,0,900,0,0,0,5,4,0,4,450,1709,1304,0,110,61915,52225.60
75,899,0,1,3495.91,36251.00,29.97,502,67.43,75,0,1,0,900,0,0,0,5,4,0,4,450,1709,1305,0,110,62815,48284.90
76,900,0,0,3562.02,37178.60,30.40,502,68.35,76,0,0,0,899,0,1,0,5,4,0,4,450,1710,1305,0,110,63714,62997.60
77,899,0,1,3623.52,37313.90,30.43,502,69.36,77,0,1,0,900,0,0,0,5,4,0,4,450,1710,1306,0,110,64614,51724.51
78,899,0,1,3683.95,38235.50,30.43,502,70.35,78,1,1,0,899,0,0,0,5,4,0,4,451,1710,1307,0,110,65513,54327.10
79,900,0,0,3745.99,39032.10,30.40,502,71.27,79,1,0,0,899,0,0,0,5,4,0,4,452,1710,1307,0,110,66412,59518.60
80,899,0,1,3810.81,39955.70,29.98,502,72.35,80,0,1,0,900,0,0,0,5,4,0,4,452,1710,1308,0,110,67312,54529.40
81,900,0,0,3856.94,40093.00,29.95,502,73.27,81,0,0,0,899,0,1,0,5,4,0,4,452,1711,1308,0,110,68211,45324.30
82,900,0,0,3915.79,41018.60,29.95,502,74.27,82,0,0,0,900,0,0,0,5,4,0,4,452,1711,1308,0,110,69111,52971.60
83,899,0,1,3981.49,41151.90,29.98,502,75.35,83,0,1,0,900,0,0,0,5,4,0,4,452,1711,1309,0,110,70011,55150.10
84,899,0,1,4047.67,41949.50,30.43,502,76.30,84,0,1,0,899,0,1,0,5,4,0,4,452,1712,1310,0,110,70910,59491.30
85,900,0,0,4108.63,42876.10,30.40,502,77.22,85,0,0,0,899,0,1,0,5,4,0,4,452,1713,1310,0,110,71809,58908.20
86,900,0,0,4158.52,43012.40,30.40,502,78.22,86,0,0,0,900,0,0,0,5,4,0,4,452,1713,1310,0,110,72709,44901.00
87,899,0,1,4224.43,43933.00,30.43,502,79.28,87,0,1,0,900,0,0,0,5,4,0,4,452,1713,1311,0,110,73609,55099.30
88,900,0,0,4284.75,44853.60,30.87,502,80.19,88,1,0,0,899,0,0,0,5,4,0,4,453,1713,1311,0,110,74508,58509.40
89,900,0,0,4340.09,44988.90,30.87,502,81.19,89,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,75408,49811.80
90,900,0,0,4400.05,45126.20,30.87,502,82.19,90,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,76308,53963.20
91,900,0,0,4461.12,45261.50,30.87,502,83.19,91,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,77208,54962.40
92,900,0,0,4525.16,45397.80,30.87,502,84.19,92,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,78108,57629.90
93,900,0,0,4584.46,45534.10,30.87,502,85.19,93,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,79008,53378.10
94,900,0,0,4645.05,46321.70,30.87,502,86.19,94,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,79908,54530.80
95,900,0,0,4709.16,46458.00,30.87,502,87.19,95,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,80808,57697.80
96,900,0,0,4765.46,46595.30,30.87,502,88.19,96,0,0,0,900,0,0,0,5,4,0,4,453,1713,1311,0,110,81708,50667.30
97,899,0,1,4828.61,46730.60,30.91,502,89.19,97,0,1,0,900,0,0,0,5,4,0,4,453,1713,1312,0,110,82608,52007.30
98,900,0,0,4876.67,46867.90,30.87,502,90.09,98,0,0,0,899,0,1,0,5,4,0,4,453,1714,1312,0,110,83507,48080.30
99,900,0,0,4929.79,47002.20,30.87,502,91.09,99,0,0,0,900,0,0,0,5,4,0,4,453,1714,1312,0,110,84407,47805.80
100,899,0,1,4995.24,47137.50,30.91,502,92.19,100,0,1,0,900,0,0,0,5,4,0,4,453,1714,1313,0,110,85307,53914.20
101,900,0,0,5046.82,48065.10,30.88,502,93.09,101,0,0,0,899,0,1,0,5,4,0,4,453,1715,1313,0,110,86206,51417.90
102,899,0,1,5119.84,48992.70,30.90,502,94.12,102,0,1,0,900,0,0,0,5,4,0,4,453,1715,1314,0,110,87106,60597.85
103,900,0,0,5177.20,49919.30,30.87,502,95.02,103,1,0,0,899,0,0,0,5,4,0,4,454,1715,1314,0,110,88005,56739.80
104,899,0,1,5243.86,50056.60,30.90,502,96.10,104,0,1,0,900,0,0,0,5,4,0,4,454,1715,1315,0,110,88905,54754.14
105,900,0,0,5297.54,50978.20,30.87,502,96.99,105,0,0,0,899,0,1,0,5,4,0,4,454,1716,1315,0,110,89804,53556.00
106,900,0,0,5357.02,51114.50,30.87,502,97.99,106,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,90704,53532.00
107,900,0,0,5410.28,51910.10,30.87,502,98.99,107,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,91604,47933.20
108,900,0,0,5466.63,52046.40,30.87,502,99.99,108,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,92504,50713.60
109,900,0,0,5533.31,52180.70,30.87,502,100.99,109,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,93404,60011.90
110,900,0,0,5596.22,53102.30,30.87,502,101.99,110,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,94304,56622.40
111,900,0,0,5657.11,53239.60,30.87,502,102.99,111,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,95204,54802.50
112,900,0,0,5709.87,53375.90,30.87,502,103.99,112,0,0,0,900,0,0,0,5,4,0,4,454,1716,1315,0,110,96104,47477.90
113,899,0,1,5774.00,54163.50,30.90,502,105.00,113,0,1,0,900,0,0,0,5,4,0,4,454,1716,1316,0,110,97004,51948.80
114,898,0,2,5835.33,55090.10,30.93,502,105.99,114,0,2,0,899,0,1,0,5,4,0,4,454,1717,1318,0,110,97903,49292.00
115,900,0,0,5875.55,55883.70,30.87,502,106.76,115,0,0,0,898,0,2,0,5,4,0,4,454,1719,1318,0,110,98801,47872.70
116,900,0,0,5940.91,56809.30,30.87,502,107.76,116,0,0,0,900,0,0,0,5,4,0,4,454,1719,1318,0,110,99701,58820.40
117,899,0,1,6005.10,57727.90,30.90,502,108.80,117,0,1,0,900,0,0,0,5,4,0,4,454,1719,1319,0,110,100601,51768.39
118,900,0,0,6060.73,57864.20,30.87,502,109.68,118,1,0,0,899,0,0,0,5,4,0,4,455,1719,1319,0,110,101500,56075.30
119,900,0,0,6120.76,57999.50,30.87,502,110.68,119,0,0,0,900,0,0,0,5,4,0,4,455,1719,1319,0,110,102400,54020.90
120,899,0,1,6194.93,58135.80,30.91,502,111.80,120,0,1,0,900,0,0,0,5,4,0,4,455,1719,1320,0,110,103300,60566.50
121,900,0,0,6258.31,59055.40,31.01,502,112.67,121,0,0,0,899,0,1,0,5,4,0,4,455,1720,1320,0,110,104199,63234.10
122,900,0,0,6316.59,59193.70,31.01,502,113.67,122,0,0,0,900,0,0,0,5,4,0,4,455,1720,1320,0,110,105099,52447.60
123,900,0,0,6371.55,59333.00,31.01,502,114.67,123,0,0,0,900,0,0,0,5,4,0,4,455,1720,1320,0,110,105999,49464.80
124,900,0,0,6429.31,59469.30,31.01,502,115.67,124,0,0,0,900,0,0,0,5,4,0,4,455,1720,1320,0,110,106899,51986.30
125,900,0,0,6488.92,60256.90,31.01,502,116.67,125,0,0,0,900,0,0,0,5,4,0,4,455,1720,1320,0,110,107799,53646.40
126,899,0,1,6560.72,61043.50,31.04,502,117.68,126,0,1,0,900,0,0,0,5,4,0,4,455,1720,1321,0,110,108699,58062.22
127,899,0,1,6629.23,61964.10,31.26,502,118.67,127,0,1,0,899,0,1,0,5,4,0,4,455,1721,1322,0,110,109598,61592.50
128,900,0,0,6680.09,62891.70,31.23,502,119.53,128,0,0,0,899,0,1,0,5,4,0,4,455,1722,1322,0,110,110497,52399.30
129,900,0,0,6734.24,63028.00,31.23,502,120.53,129,0,0,0,900,0,0,0,5,4,0,4,455,1722,1322,0,110,111397,48737.70
130,900,0,0,6792.83,63164.30,31.23,502,121.53,130,0,0,0,900,0,0,0,5,4,0,4,455,1722,1322,0,110,112297,52728.80
131,899,0,1,6858.52,63949.90,31.26,502,122.57,131,0,1,0,900,0,0,0,5,4,0,4,455,1722,1323,0,110,113197,52263.44
132,900,0,0,6909.19,64745.50,31.23,502,123.43,132,0,0,0,899,0,1,0,5,4,0,4,455,1723,1323,0,110,114096,52465.80
133,900,0,0,6965.09,65532.10,31.23,502,124.43,133,0,0,0,900,0,0,0,5,4,0,4,455,1723,1323,0,110,114996,50303.00
134,899,0,1,7035.96,65666.40,31.26,502,125.57,134,0,1,0,900,0,0,0,5,4,0,4,455,1723,1324,0,110,115896,56745.70
135,899,0,1,7104.53,66452.00,31.26,502,126.54,135,1,1,0,899,0,0,0,5,4,0,4,456,1723,1325,0,110,116795,61652.50
136,900,0,0,7163.76,67247.60,31.63,502,127.40,136,0,0,0,899,0,1,0,5,4,0,4,456,1724,1325,0,110,117694,60404.60
137,899,0,1,7232.95,67384.90,31.67,502,128.54,137,0,1,0,900,0,0,0,5,4,0,4,456,1724,1326,0,110,118594,55040.15
138,900,0,0,7281.49,68172.50,31.63,502,129.39,138,0,0,0,899,0,1,0,5,4,0,4,456,1725,1326,0,110,119493,50924.10
139,899,0,1,7344.21,68307.80,31.67,502,130.43,139,0,1,0,900,0,0,0,5,4,0,4,456,1725,1327,0,110,120393,49098.60
140,900,0,0,7395.33,68732.80,31.64,502,131.29,140,0,0,0,899,0,1,0,5,4,0,4,456,1726,1327,0,110,121292,53353.00
141,900,0,0,7469.08,69825.60,31.64,502,132.29,141,0,0,0,900,0,0,0,5,4,0,4,456,1726,1327,0,110,122192,66370.90
142,900,0,0,7532.41,70815.40,31.64,502,133.29,142,0,0,0,900,0,0,0,5,4,0,4,456,1726,1327,0,110,123092,57003.40
143,900,0,0,7589.20,70830.90,31.64,502,134.29,143,0,0,0,900,0,0,0,5,4,0,4,456,1726,1327,0,110,123992,51110.70
144,899,0,1,7655.20,70846.40,31.67,502,135.43,144,0,1,0,900,0,0,0,5,4,0,4,456,1726,1328,0,110,124892,51746.90
145,900,0,0,7709.28,70989.20,31.70,502,136.28,145,0,0,0,899,0,1,0,5,4,0,4,456,1727,1328,0,110,125791,56325.10
146,900,0,0,7774.34,70999.70,31.70,502,137.28,146,0,0,0,900,0,0,0,5,4,0,4,456,1727,1328,0,110,126691,58550.00
147,899,0,1,7847.06,72094.50,31.67,502,138.43,147,0,1,0,900,0,0,0,5,4,0,4,456,1727,1329,0,110,127591,57605.40
148,900,0,0,7900.00,72421.70,31.70,502,139.28,148,0,0,0,899,0,1,0,5,4,0,4,456,1728,1329,0,110,128490,55494.80
149,899,0,1,7977.08,73349.30,31.67,502,140.43,149,0,1,0,900,0,0,0,5,4,0,4,456,1728,1330,0,110,129390,61392.40
150,900,0,0,8024.78,74144.90,31.64,502,141.28,150,0,0,0,899,0,1,0,5,4,0,4,456,1729,1330,0,110,130289,50903.20
151,898,0,2,8105.52,74932.50,31.70,502,142.58,151,0,2,0,900,0,0,0,5,4,0,4,456,1729,1332,0,110,131189,56454.60
152,900,0,0,8148.46,75859.10,31.92,502,143.26,152,1,0,0,898,0,1,0,5,4,0,4,457,1730,1332,0,110,132087,54856.30
153,899,0,1,8218.63,75995.40,31.67,502,144.42,153,0,1,0,900,0,0,0,5,4,0,4,457,1730,1333,0,110,132987,54940.90
154,900,0,0,8274.07,76781.00,31.63,502,145.26,154,0,0,0,899,0,1,0,5,4,0,4,457,1731,1333,0,110,133886,58110.90
155,900,0,0,8336.33,77707.60,31.63,502,146.26,155,0,0,0,900,0,0,0,5,4,0,4,457,1731,1333,0,110,134786,56037.30
156,899,0,1,8410.45,77843.90,31.66,502,147.25,156,0,1,0,900,0,0,0,5,4,0,4,457,1731,1334,0,110,135686,58295.70
157,900,0,0,8466.62,77980.20,31.63,502,148.09,157,1,0,0,899,0,0,0,5,4,0,4,458,1731,1334,0,110,136585,58965.30
158,900,0,0,8525.35,78116.50,31.63,502,149.09,158,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,137485,52853.30
159,900,0,0,8580.52,79037.10,31.63,502,150.09,159,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,138385,49656.60
160,900,0,0,8651.66,79174.40,31.63,502,151.09,160,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,139285,64021.10
161,900,0,0,8716.54,79311.70,31.63,502,152.09,161,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,140185,58395.00
162,900,0,0,8771.57,80239.30,31.63,502,153.09,162,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,141085,49524.30
163,900,0,0,8834.50,81159.90,31.63,502,154.09,163,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,141985,56637.90
164,900,0,0,8888.35,81297.20,31.63,502,155.09,164,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,142885,48465.20
165,900,0,0,8953.99,82223.80,31.63,502,156.09,165,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,143785,59078.80
166,900,0,0,9017.23,82362.10,31.63,502,157.09,166,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,144685,56916.70
167,900,0,0,9072.36,82497.40,31.63,502,158.09,167,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,145585,49610.30
168,900,0,0,9129.20,82634.70,31.63,502,159.09,168,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,146485,51162.90
169,900,0,0,9195.46,83561.30,31.63,502,160.09,169,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,147385,59632.40
170,900,0,0,9252.48,83696.60,31.63,502,161.09,170,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,148285,51318.90
171,900,0,0,9310.26,83905.70,31.63,502,162.09,171,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,149185,52003.00
172,900,0,0,9373.83,84752.50,31.63,502,163.09,172,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,150085,57211.30
173,900,0,0,9436.97,84922.00,31.63,502,164.09,173,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,150985,56821.00
174,900,0,0,9501.13,86015.80,31.63,502,165.09,174,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,151885,57747.60
175,900,0,0,9560.49,87010.60,31.63,502,166.09,175,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,152785,53425.70
176,900,0,0,9617.31,87031.10,31.63,502,167.09,176,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,153685,51132.80
177,900,0,0,9680.00,87045.60,31.63,502,168.09,177,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,154585,56425.80
178,900,0,0,9742.98,87059.10,31.63,502,169.09,178,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,155485,56685.40
179,900,0,0,9803.85,87204.90,31.63,502,170.09,179,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,156385,54779.30
180,900,0,0,9868.40,87291.50,31.63,502,171.09,180,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,157285,58097.90
181,900,0,0,9932.27,88210.20,31.63,502,172.09,181,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,158185,57480.40
182,900,0,0,9991.45,89302.00,31.63,502,173.09,182,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,159085,53263.20
183,900,0,0,10054.83,89446.80,31.63,502,174.09,183,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,159985,57038.70
184,900,0,0,10116.62,90441.60,31.63,502,175.09,184,0,0,0,900,0,0,0,5,4,0,4,458,1731,1334,0,110,160885,55609.60
185,899,0,1,10184.73,91438.40,31.66,502,176.09,185,0,1,0,900,0,0,0,5,4,0,4,458,1731,1335,0,110,161785,51121.05
186,900,0,0,10233.91,91585.20,31.63,502,176.89,186,0,0,0,899,0,1,0,5,4,0,4,458,1732,1335,0,110,162684,54446.10
187,900,0,0,10302.82,91599.70,31.63,502,177.89,187,0,0,0,900,0,0,0,5,4,0,4,458,1732,1335,0,110,163584,62010.80
188,899,0,1,10376.01,91613.20,31.40,502,178.92,188,0,1,0,900,0,0,0,5,4,0,4,458,1732,1336,0,110,164484,55495.00
189,900,0,0,10428.41,92708.00,31.63,502,179.72,189,0,0,0,899,0,1,0,5,4,0,4,458,1733,1336,0,110,165383,57539.10
190,900,0,0,10489.05,93800.80,31.63,502,180.72,190,0,0,0,900,0,0,0,5,4,0,4,458,1733,1336,0,110,166283,54580.30
