10000,2500,0,0,326221.27,5496055.50,11.71,498,9996.25,10000,0,0,0,2500,0,0,555,5
e,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation
