tick,population,resources,empty,mean_energy,max_energy,mean_size,max_size,mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation,resource_injection_attempts,resources_injected,resource_injection_blocked,total_births,total_novel_placements,total_deaths_energy,total_deaths_age,total_resources_consumed,total_interactions,net_energy_delta
26,900,0,0,806.49,11463.90,21.61,499,21.78,26,1,0,0,896,0,3,0,5,4,0,4,407,1237,834,0,103,20315,36466.90
27,900,0,0,842.99,12108.30,21.61,499,22.78,27,0,0,0,900,0,0,0,5,4,0,4,407,1237,834,0,103,21215,32852.30
28,898,0,2,886.37,12753.70,21.23,499,23.81,28,0,2,0,900,0,0,0,5,4,0,4,407,1237,836,0,103,22115,37270.15
29,900,0,0,925.01,13398.10,21.62,499,24.76,29,0,0,0,898,0,2,0,5,4,0,4,407,1239,836,0,103,23013,36545.90
30,900,0,0,965.08,14041.50,21.62,499,25.76,30,0,0,0,900,0,0,0,5,4,0,4,407,1239,836,0,103,23913,36058.40
31,900,0,0,1002.88,14687.90,21.62,499,26.76,31,0,0,0,900,0,0,0,5,4,0,4,407,1239,836,0,103,24813,34021.50
32,897,0,3,1047.28,14344.60,21.67,499,27.83,32,0,3,0,900,0,0,0,5,4,0,4,407,1239,839,0,103,25713,36823.75
33,900,0,0,1085.02,14990.00,22.17,499,28.73,33,0,0,0,897,0,3,0,5,4,0,4,407,1242,839,0,103,26610,37099.60
34,898,0,2,1133.15,15634.40,21.71,499,29.77,34,0,2,0,900,0,0,0,5,4,0,4,407,1242,841,0,103,27510,41057.70
35,900,0,0,1171.37,16277.80,21.67,499,30.70,35,1,0,0,898,0,1,0,5,4,0,4,408,1243,841,0,103,28408,36662.50
36,899,0,1,1214.41,17783.50,21.69,499,31.74,36,0,1,0,900,0,0,0,5,4,0,4,408,1243,842,0,103,29308,37522.50
37,900,0,0,1251.35,18052.20,21.67,499,32.70,37,1,0,0,899,0,0,0,5,4,0,4,409,1243,842,0,103,30207,34457.30
38,900,0,0,1293.82,18387.90,21.67,499,33.70,38,0,0,0,900,0,0,0,5,4,0,4,409,1243,842,0,103,31107,38222.90
39,899,0,1,1338.45,19030.30,21.69,499,34.72,39,0,1,0,900,0,0,0,5,4,0,4,409,1243,843,0,103,32007,38833.00
40,899,0,1,1383.98,20539.00,21.70,499,35.68,40,1,1,0,899,0,0,0,5,4,0,4,410,1243,844,0,103,32906,40930.40
41,899,0,1,1431.49,20876.70,21.71,499,36.64,41,0,1,0,899,0,1,0,5,4,0,4,410,1244,845,0,103,33805,42708.35
42,899,0,1,1476.76,21520.10,21.70,499,37.64,42,1,1,0,899,0,0,0,5,4,0,4,411,1244,846,0,103,34704,40694.40
43,900,0,0,1516.89,23026.80,21.69,499,38.60,43,0,0,0,899,0,1,0,5,4,0,4,411,1245,846,0,103,35603,37596.20
44,900,0,0,1560.44,23363.50,21.69,499,39.60,44,0,0,0,900,0,0,0,5,4,0,4,411,1245,846,0,103,36503,39196.50
45,899,0,1,1601.83,24012.90,21.71,499,40.60,45,0,1,0,900,0,0,0,5,4,0,4,411,1245,847,0,103,37403,35653.20
46,899,0,1,1643.10,24657.30,21.70,499,41.56,46,0,1,0,899,0,1,0,5,4,0,4,411,1246,848,0,103,38302,37098.20
47,899,0,1,1678.93,24924.00,21.31,499,42.53,47,0,1,0,899,0,1,0,5,4,0,4,411,1247,849,0,103,39201,32210.10
48,899,0,1,1722.89,26431.70,21.31,499,43.53,48,0,1,0,899,0,1,0,5,4,0,4,411,1248,850,0,103,40100,39523.70
49,900,0,0,1758.92,26700.40,21.29,499,44.48,49,0,0,0,899,0,1,0,5,4,0,4,411,1249,850,0,103,40999,34149.80
50,899,0,1,1799.92,27345.80,20.99,499,45.47,50,0,1,0,900,0,0,0,5,4,0,4,411,1249,851,0,103,41899,35095.50
51,900,0,0,1837.97,27990.20,20.97,499,46.42,51,0,0,0,899,0,1,0,5,4,0,4,411,1250,851,0,103,42798,36044.70
52,899,0,1,1884.26,29497.90,20.98,499,47.46,52,0,1,0,900,0,0,0,5,4,0,4,411,1250,852,0,103,43698,39778.70
53,899,0,1,1919.66,31005.60,20.55,499,48.43,53,0,1,0,899,0,1,0,5,4,0,4,411,1251,853,0,103,44597,31828.50
54,900,0,0,1956.13,31650.00,20.53,499,49.38,54,1,0,0,899,0,0,0,5,4,0,4,412,1251,853,0,103,45496,34743.00
55,899,0,1,1993.16,32296.40,20.55,499,50.42,55,0,1,0,900,0,0,0,5,4,0,4,412,1251,854,0,103,46396,31326.40
56,900,0,0,2035.34,32944.80,20.54,499,51.37,56,0,0,0,899,0,1,0,5,4,0,4,412,1252,854,0,103,47295,39962.20
57,899,0,1,2080.59,33592.20,20.56,499,52.38,57,0,1,0,900,0,0,0,5,4,0,4,412,1252,855,0,103,48195,38644.50
58,899,0,1,2134.71,33859.90,20.55,499,53.38,58,1,1,0,899,0,0,0,5,4,0,4,413,1252,856,0,103,49094,48654.30
59,900,0,0,2178.53,34504.30,21.03,499,54.32,59,0,0,0,899,0,1,0,5,4,0,4,413,1253,856,0,103,49993,41568.30
60,899,0,1,2220.22,34771.00,20.55,499,55.38,60,0,1,0,900,0,0,0,5,4,0,4,413,1253,857,0,103,50893,35305.10
61,900,0,0,2254.45,35415.40,20.54,499,56.32,61,0,0,0,899,0,1,0,5,4,0,4,413,1254,857,0,103,51792,33026.20
62,900,0,0,2291.01,36922.10,20.54,499,57.32,62,0,0,0,900,0,0,0,5,4,0,4,413,1254,857,0,103,52692,32902.40
63,900,0,0,2329.68,37567.50,20.54,499,58.32,63,0,0,0,900,0,0,0,5,4,0,4,413,1254,857,0,103,53592,34801.80
64,900,0,0,2374.15,39075.20,20.54,499,59.32,64,0,0,0,900,0,0,0,5,4,0,4,413,1254,857,0,103,54492,40021.30
65,900,0,0,2417.83,39410.90,20.54,499,60.32,65,0,0,0,900,0,0,0,5,4,0,4,413,1254,857,0,103,55392,39312.10
66,899,0,1,2458.19,40055.30,20.55,499,61.38,66,0,1,0,900,0,0,0,5,4,0,4,413,1254,858,0,103,56292,33871.60
67,900,0,0,2500.65,40325.00,20.54,499,62.31,67,1,0,0,899,0,0,0,5,4,0,4,414,1254,858,0,103,57191,40671.40
68,900,0,0,2549.69,40968.40,20.54,499,63.31,68,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,58091,44133.70
69,900,0,0,2591.75,41614.80,20.54,499,64.31,69,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,58991,37856.40
70,900,0,0,2623.58,42261.20,20.54,499,65.31,70,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,59891,28643.00
71,900,0,0,2669.06,42905.60,20.54,499,66.31,71,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,60791,40934.90
72,900,0,0,2708.99,43553.00,20.54,499,67.31,72,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,61691,35935.60
73,900,0,0,2761.85,44197.40,20.54,499,68.31,73,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,62591,47576.40
74,900,0,0,2802.09,44842.80,20.54,499,69.31,74,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,63491,36209.90
75,900,0,0,2839.51,45487.20,20.54,499,70.31,75,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,64391,33681.10
76,900,0,0,2872.48,45756.90,20.54,499,71.31,76,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,65291,29676.40
77,900,0,0,2916.63,46399.30,20.54,499,72.31,77,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,66191,39729.80
78,900,0,0,2951.49,47907.00,20.54,499,73.31,78,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,67091,31372.20
79,900,0,0,2985.29,48244.70,20.54,499,74.31,79,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,67991,30420.70
80,900,0,0,3027.06,48889.10,20.54,499,75.31,80,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,68891,37597.40
81,900,0,0,3068.94,49537.50,20.54,499,76.31,81,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,69791,37686.70
82,900,0,0,3112.45,50181.90,20.54,499,77.31,82,0,0,0,900,0,0,0,5,4,0,4,414,1254,858,0,103,70691,39164.40
83,899,0,1,3157.77,50519.60,20.01,499,78.31,83,0,1,0,900,0,0,0,5,4,0,4,414,1254,859,0,103,71591,37626.60
84,900,0,0,3204.60,51162.00,19.99,499,79.22,84,0,0,0,899,0,1,0,5,4,0,4,414,1255,859,0,103,72490,45307.10
85,900,0,0,3234.47,51809.40,19.99,499,80.22,85,0,0,0,900,0,0,0,5,4,0,4,414,1255,859,0,103,73390,26883.20
86,900,0,0,3274.07,52146.10,19.99,499,81.22,86,0,0,0,900,0,0,0,5,4,0,4,414,1255,859,0,103,74290,35640.30
87,900,0,0,3313.58,52793.50,19.99,499,82.22,87,0,0,0,900,0,0,0,5,4,0,4,414,1255,859,0,103,75190,35559.90
88,900,0,0,3357.05,53439.90,19.99,499,83.22,88,0,0,0,900,0,0,0,5,4,0,4,414,1255,859,0,103,76090,39122.40
89,899,0,1,3408.39,54084.30,20.01,499,84.27,89,0,1,0,900,0,0,0,5,4,0,4,414,1255,860,0,103,76990,42795.91
90,899,0,1,3452.49,54726.70,20.01,499,85.20,90,0,1,0,899,0,1,0,5,4,0,4,414,1256,861,0,103,77889,39645.48
91,900,0,0,3487.63,55372.10,20.44,499,86.10,91,0,0,0,899,0,1,0,5,4,0,4,414,1257,861,0,103,78788,35076.80
92,899,0,1,3533.14,55639.80,20.46,499,87.20,92,0,1,0,900,0,0,0,5,4,0,4,414,1257,862,0,103,79688,37432.10
93,900,0,0,3570.96,56284.20,20.44,499,88.10,93,0,0,0,899,0,1,0,5,4,0,4,414,1258,862,0,103,80587,37567.90
94,899,0,1,3610.16,56927.60,20.45,499,89.17,94,0,1,0,900,0,0,0,5,4,0,4,414,1258,863,0,103,81487,31669.17
95,899,0,1,3649.62,57577.00,20.45,499,90.16,95,0,1,0,899,0,1,0,5,4,0,4,414,1259,864,0,103,82386,35472.00
96,900,0,0,3695.24,58221.40,20.43,499,91.06,96,0,0,0,899,0,1,0,5,4,0,4,414,1260,864,0,103,83285,44711.60
97,900,0,0,3739.93,58866.80,20.43,499,92.06,97,0,0,0,900,0,0,0,5,4,0,4,414,1260,864,0,103,84185,40223.40
98,899,0,1,3778.42,59510.20,20.45,499,93.16,98,0,1,0,900,0,0,0,5,4,0,4,414,1260,865,0,103,85085,30862.00
99,900,0,0,3819.05,61015.90,20.87,499,94.06,99,0,0,0,899,0,1,0,5,4,0,4,414,1261,865,0,103,85984,40346.30
100,899,0,1,3860.91,61285.60,20.89,499,95.16,100,0,1,0,900,0,0,0,5,4,0,4,414,1261,866,0,103,86884,33804.30
101,900,0,0,3900.12,61554.30,20.87,499,96.05,101,0,0,0,899,0,1,0,5,4,0,4,414,1262,866,0,103,87783,39154.80
102,900,0,0,3942.82,61892.00,20.87,499,97.05,102,0,0,0,900,0,0,0,5,4,0,4,414,1262,866,0,103,88683,38433.70
103,899,0,1,3987.75,62536.40,20.89,499,98.16,103,0,1,0,900,0,0,0,5,4,0,4,414,1262,867,0,103,89583,36446.60
104,900,0,0,4024.68,63179.80,21.31,499,99.05,104,0,0,0,899,0,1,0,5,4,0,4,414,1263,867,0,103,90482,37225.60
105,900,0,0,4071.12,63826.20,21.31,499,100.05,105,0,0,0,900,0,0,0,5,4,0,4,414,1263,867,0,103,91382,41791.60
106,900,0,0,4120.67,64469.60,21.31,499,101.05,106,0,0,0,900,0,0,0,5,4,0,4,414,1263,867,0,103,92282,44596.90
107,900,0,0,4162.45,65115.00,21.31,499,102.05,107,0,0,0,900,0,0,0,5,4,0,4,414,1263,867,0,103,93182,37606.10
108,900,0,0,4202.37,65452.70,21.31,499,103.05,108,0,0,0,900,0,0,0,5,4,0,4,414,1263,867,0,103,94082,35923.00
109,900,0,0,4240.19,66097.10,21.31,499,104.05,109,0,0,0,900,0,0,0,5,4,0,4,414,1263,867,0,103,94982,34035.80
110,900,0,0,4282.18,66745.50,21.31,499,105.05,110,0,0,0,900,0,0,0,5,4,0,4,414,1263,867,0,103,95882,37790.10
111,899,0,1,4323.49,67389.90,20.90,499,106.15,111,0,1,0,900,0,0,0,5,4,0,4,414,1263,868,0,103,96782,32856.20
112,900,0,0,4363.03,68193.30,20.88,499,107.04,112,0,0,0,899,0,1,0,5,4,0,4,414,1264,868,0,103,97681,39913.70
113,899,0,1,4405.89,68844.10,20.90,499,108.15,113,0,1,0,900,0,0,0,5,4,0,4,414,1264,869,0,103,98581,34163.40
114,900,0,0,4441.55,69111.20,20.88,499,109.03,114,0,0,0,899,0,1,0,5,4,0,4,414,1265,869,0,103,99480,36501.70
115,899,0,1,4488.85,69759.00,20.90,499,110.15,115,0,1,0,900,0,0,0,5,4,0,4,414,1265,870,0,103,100380,38080.30
116,900,0,0,4518.76,70409.80,20.88,499,111.03,116,0,0,0,899,0,1,0,5,4,0,4,414,1266,870,0,103,101279,31411.00
117,900,0,0,4562.91,71056.60,20.88,499,112.03,117,0,0,0,900,0,0,0,5,4,0,4,414,1266,870,0,103,102179,39732.30
118,900,0,0,4611.88,71703.40,20.88,499,113.03,118,0,0,0,900,0,0,0,5,4,0,4,414,1266,870,0,103,103079,44079.70
119,900,0,0,4658.04,72351.20,20.88,499,114.03,119,0,0,0,900,0,0,0,5,4,0,4,414,1266,870,0,103,103979,41536.20
120,900,0,0,4699.06,73000.00,20.88,499,115.03,120,0,0,0,900,0,0,0,5,4,0,4,414,1266,870,0,103,104879,36923.90
121,900,0,0,4742.75,73647.80,20.88,499,116.03,121,0,0,0,900,0,0,0,5,4,0,4,414,1266,870,0,103,105779,39319.40
122,899,0,1,4788.75,73966.90,20.90,499,117.15,122,0,1,0,900,0,0,0,5,4,0,4,414,1266,871,0,103,106679,36611.40
123,900,0,0,4821.52,74236.00,20.88,499,118.02,123,0,0,0,899,0,1,0,5,4,0,4,414,1267,871,0,103,107578,34279.90
124,900,0,0,4858.52,74882.80,20.88,499,119.02,124,0,0,0,900,0,0,0,5,4,0,4,414,1267,871,0,103,108478,33299.00
125,899,0,1,4902.49,75528.60,20.90,499,120.03,125,0,1,0,900,0,0,0,5,4,0,4,414,1267,872,0,103,109378,34671.14
126,900,0,0,4946.70,76176.40,20.88,499,120.90,126,0,0,0,899,0,1,0,5,4,0,4,414,1268,872,0,103,110277,44693.10
127,900,0,0,4993.82,76824.20,20.88,499,121.90,127,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,111177,42403.80
128,900,0,0,5043.96,77473.00,20.88,499,122.90,128,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,112077,45127.30
129,900,0,0,5093.07,78121.80,20.88,499,123.90,129,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,112977,44205.40
130,900,0,0,5142.71,78388.90,20.88,499,124.90,130,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,113877,44669.50
131,900,0,0,5186.32,79895.00,20.88,499,125.90,131,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,114777,39256.20
132,900,0,0,5228.83,81399.10,20.88,499,126.90,132,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,115677,38251.40
133,900,0,0,5265.76,82043.90,20.88,499,127.90,133,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,116577,33236.00
134,900,0,0,5309.98,82689.70,20.88,499,128.90,134,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,117477,39799.00
135,900,0,0,5357.00,83336.50,20.88,499,129.90,135,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,118377,42325.10
136,900,0,0,5401.65,83984.30,20.88,499,130.90,136,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,119277,40178.60
137,900,0,0,5446.23,84630.10,20.88,499,131.90,137,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,120177,40123.80
138,900,0,0,5491.08,86136.20,20.88,499,132.90,138,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,121077,40365.00
139,900,0,0,5533.80,86781.00,20.88,499,133.90,139,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,121977,38444.40
140,900,0,0,5579.45,87429.80,20.88,499,134.90,140,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,122877,41086.40
141,900,0,0,5628.21,88074.60,20.88,499,135.90,141,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,123777,43884.40
142,900,0,0,5673.51,88721.40,20.88,499,136.90,142,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,124677,40769.80
143,900,0,0,5714.18,89366.20,20.88,499,137.90,143,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,125577,36606.60
144,900,0,0,5760.16,89684.30,20.88,499,138.90,144,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,126477,41379.00
145,900,0,0,5796.83,90334.10,20.88,499,139.90,145,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,127377,33001.50
146,900,0,0,5839.93,91841.20,20.88,499,140.90,146,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,128277,38793.90
147,900,0,0,5883.91,92489.00,20.88,499,141.90,147,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,129177,39580.80
148,900,0,0,5928.66,93134.80,20.88,499,142.90,148,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,130077,40272.20
149,900,0,0,5972.51,93402.90,20.88,499,143.90,149,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,130977,39471.40
150,900,0,0,6005.93,94051.70,20.88,499,144.90,150,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,131877,30076.20
151,900,0,0,6045.80,94701.50,20.88,499,145.90,151,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,132777,35883.60
152,900,0,0,6088.56,95346.30,20.88,499,146.90,152,0,0,0,900,0,0,0,5,4,0,4,414,1268,872,0,103,133677,38481.80
153,899,0,1,6140.58,95992.10,20.90,499,147.89,153,0,1,0,900,0,0,0,5,4,0,4,414,1268,873,0,103,134577,40681.15
154,900,0,0,6178.83,97498.20,21.14,499,148.73,154,0,0,0,899,0,1,0,5,4,0,4,414,1269,873,0,103,135476,40564.10
155,899,0,1,6233.60,98148.00,20.90,499,149.89,155,0,1,0,900,0,0,0,5,4,0,4,414,1269,874,0,103,136376,43062.30
156,900,0,0,6273.60,98793.80,20.88,499,150.73,156,0,0,0,899,0,1,0,5,4,0,4,414,1270,874,0,103,137275,42229.70
157,900,0,0,6314.50,99439.60,20.88,499,151.73,157,0,0,0,900,0,0,0,5,4,0,4,414,1270,874,0,103,138175,36806.20
158,900,0,0,6353.56,100082.40,20.88,499,152.73,158,0,0,0,900,0,0,0,5,4,0,4,414,1270,874,0,103,139075,35156.40
159,900,0,0,6397.28,100725.20,20.88,499,153.73,159,0,0,0,900,0,0,0,5,4,0,4,414,1270,874,0,103,139975,39349.20
160,900,0,0,6437.70,102232.30,20.88,499,154.73,160,0,0,0,900,0,0,0,5,4,0,4,414,1270,874,0,103,140875,36379.00
161,900,0,0,6479.71,102882.10,20.88,499,155.73,161,0,0,0,900,0,0,0,5,4,0,4,414,1270,874,0,103,141775,37811.70
162,899,0,1,6534.56,103526.90,20.90,499,156.73,162,0,1,0,900,0,0,0,5,4,0,4,414,1270,875,0,103,142675,42829.70
163,900,0,0,6573.05,104174.70,20.88,499,157.55,163,1,0,0,899,0,0,0,5,4,0,4,415,1270,875,0,103,143574,41174.90
164,900,0,0,6621.52,104819.50,20.88,499,158.55,164,0,0,0,900,0,0,0,5,4,0,4,415,1270,875,0,103,144474,43617.30
165,900,0,0,6669.93,106326.60,20.88,499,159.55,165,0,0,0,900,0,0,0,5,4,0,4,415,1270,875,0,103,145374,43568.10
166,900,0,0,6717.23,106643.70,20.88,499,160.55,166,0,0,0,900,0,0,0,5,4,0,4,415,1270,875,0,103,146274,42575.60
167,899,0,1,6771.04,107288.50,20.90,499,161.72,167,0,1,0,900,0,0,0,5,4,0,4,415,1270,876,0,103,147174,41657.90
168,900,0,0,6810.50,107934.30,20.88,499,162.54,168,0,0,0,899,0,1,0,5,4,0,4,415,1271,876,0,103,148073,42280.10
169,900,0,0,6844.94,108201.40,20.88,499,163.54,169,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,148973,31000.10
170,900,0,0,6882.54,108519.50,20.88,499,164.54,170,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,149873,33834.90
171,900,0,0,6923.90,109166.30,20.88,499,165.54,171,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,150773,37226.30
172,900,0,0,6961.65,109813.10,20.88,499,166.54,172,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,151673,33980.80
173,900,0,0,7001.73,110081.20,20.88,499,167.54,173,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,152573,36069.30
174,900,0,0,7046.30,110730.00,20.88,499,168.54,174,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,153473,40108.90
175,900,0,0,7087.83,110998.10,20.88,499,169.54,175,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,154373,37382.20
176,900,0,0,7126.14,112505.20,20.88,499,170.54,176,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,155273,34480.20
177,900,0,0,7170.41,113153.00,20.88,499,171.54,177,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,156173,39839.10
178,900,0,0,7214.68,113802.80,20.88,499,172.54,178,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,157073,39844.40
179,900,0,0,7260.35,114119.90,20.88,499,173.54,179,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,157973,41104.10
180,900,0,0,7303.56,114387.00,20.88,499,174.54,180,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,158873,38890.50
181,900,0,0,7347.20,114706.10,20.88,499,175.54,181,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,159773,39269.00
182,900,0,0,7388.45,115351.90,20.88,499,176.54,182,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,160673,37130.70
183,900,0,0,7430.76,115999.70,20.88,499,177.54,183,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,161573,38073.50
184,900,0,0,7471.66,116645.50,20.88,499,178.54,184,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,162473,36809.40
185,900,0,0,7520.49,116964.60,20.88,499,179.54,185,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,163373,43954.50
186,900,0,0,7569.71,117611.40,20.88,499,180.54,186,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,164273,44297.80
187,900,0,0,7614.96,119117.50,20.88,499,181.54,187,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,165173,40717.70
188,900,0,0,7666.16,120624.60,20.88,499,182.54,188,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,166073,46088.40
189,900,0,0,7713.21,120943.70,20.88,499,183.54,189,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,166973,42340.90
190,900,0,0,7757.60,121593.50,20.88,499,184.54,190,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,167873,39951.60
191,900,0,0,7796.99,122241.30,20.88,499,185.54,191,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,168773,35449.40
192,900,0,0,7840.71,122510.40,20.88,499,186.54,192,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,169673,39344.20
193,900,0,0,7884.54,123157.20,20.88,499,187.54,193,0,0,0,900,0,0,0,5,4,0,4,415,1271,876,0,103,170573,39452.40
